probe_id,probe_subtype,tier,dataset,base_text_preview,probe_text_preview,j1_name,j1_equivalent,j1_confidence,j1_failures,j1_reason,j2_name,j2_equivalent,j2_confidence,j2_failures,j2_reason
INV_LEX_ASSET_val_0316,lexical,1,ASSET,"The West Coast blues is a type of blues music characterized by jazz and jump blues influences, strong piano-dominated sounds and jazzy guitar solos, which originated from Texas blues players relocated","The West Coast blues is a type of blues music characterized by jazz and jump blues influences, intense piano-dominated sounds and jazzy guitar solos, which originated from Texas blues players relocate",claude-haiku,True,high,[],The substitution of 'intense' for 'strong' to describe the piano-dominated sounds preserves the same semantic meaning and characterization of West Coast blues music.,mistral-large-3,False,high,['CONTENT'],"The term 'strong' is replaced with 'intense', which does change the meaning."
INV_LEX_ASSET_val_0317,lexical,1,ASSET,Agriculture Locals grow seasonal crops such as Maize (makai) and Wheat (kanak).,Agriculture Locals develop seasonal crops such as Maize (makai) and Wheat (kanak).,claude-haiku,False,high,['ACTIONS'],Grow and develop are distinct actions with different semantic implications; grow implies cultivation of existing plants while develop implies creating or advancing new crop varieties.,mistral-large-3,True,high,[],The actions 'grow' and 'develop' are semantically similar in this context.
INV_LEX_ASSET_val_0348,lexical,1,ASSET,"Hardy also cites ""burn out"" and the need for time off as reasons for leaving WWE.","Hardy also cites ""burn out"" and the require for time off as reasons for leaving WWE.",claude-haiku,True,high,[],"Both texts convey identical meaning: Hardy cites 'burn out' and a need/requirement for time off as reasons for leaving WWE, with only minor stylistic variation in word choice that preserves semantic equivalence.",mistral-large-3,False,high,['ACTIONS'],The term 'need' is not semantically equivalent to 'require' in this context.
INV_LEX_ASSET_val_0470,lexical,1,ASSET,"Since its creation, the distribution has become very different from Slackware in most regards while still maintaining compatibility with its binary packages.","Since its creation, the distribution has become very varied from Slackware in most regards while still maintaining compatibility with its binary packages.",claude-haiku,True,high,[],"Both 'very different' and 'very varied' convey the same meaning of significant divergence, making the sentences semantically equivalent.",mistral-large-3,False,high,['ACTIONS'],The term 'varied' does not convey the same meaning as 'different'.
INV_LEX_ASSET_val_0528,lexical,2,ASSET,It is one of the nine species of leaf-eating kangaroos identified in fossils found in the Naracoorte Caves National Park.,It is one of the nine species of leaf-eating kangaroos identified in fossils identified in the Naracoorte Caves National Park.,claude-haiku,False,high,['CONTENT'],The transformed text contains a redundant phrase structure ('identified in fossils identified in') that creates grammatical awkwardness and differs from the original's clear 'identified in fossils found in' construction.,mistral-large-3,True,high,[],The transformation only repeats the word 'identified' but does not change the meaning or any other semantic components.
INV_LEX_ASSET_val_0674,lexical,1,ASSET,"With an area of 11,980 km ² and 1.3 million inhabitants, Upper Austria is the fourth-largest Austrian state by land area and third-largest by population.","With an territory of 11,980 km ² and 1.3 million inhabitants, Upper Austria is the fourth-largest Austrian state by land region and third-largest by population.",claude-haiku,True,high,[],"Both texts convey identical factual information about Upper Austria's area, population, and rankings; 'territory' and 'area' are synonymous, as are 'land region' and 'land area' in this context.",mistral-large-3,False,high,['CONTENT'],"The term 'territory' and 'land region' are not exact synonyms for 'area' and 'land area', respectively."
INV_LEX_ASSET_val_0744,lexical,1,ASSET,"For example, 1.5 & times; 30 (which equals 45) will show the same result as 1,500,000 & times; 0.03 (which equals 45,000).","For example, 1.5 & times; 30 (which equals 45) will display the same outcome as 1,500,000 & times; 0.03 (which equals 45,000).",claude-haiku,False,high,['CONTENT'],"The original claims both expressions show the same result (45 and 45,000), but they produce different values, making the premise false in both versions; however, the transformation changes 'show' to 'display' and 'result' to 'outcome' which are synonymous, but the core semantic problem of the false equivalence claim remains unchanged.",mistral-large-3,True,high,[],"The only difference is the use of 'show' vs 'display', which are synonyms."
INV_LEX_ASSET_val_0812,lexical,1,ASSET,"HOPEFUL, the resident of Vanity Fair, who takes Faithful's place as Christian's fellow traveller.","HOPEFUL, the resident of Vanity Fair, who takes Faithful's site as Christian's fellow traveller.",claude-haiku,True,high,[],'takes Faithful's place' and 'takes Faithful's site' are semantically equivalent expressions meaning to assume the same role or position.,mistral-large-3,False,high,['ACTIONS'],The term 'site' does not convey the same meaning as 'place' in this context.
INV_LEX_ASSET_val_0881,lexical,1,ASSET,"Purposes of cleanliness include health, beauty, absence of offensive odor, avoidance of shame, and to avoid the spreading of dirt and contaminants to oneself and others.","Purposes of cleanliness contain health, beauty, absence of offensive odor, avoidance of shame, and to avoid the spreading of dirt and contaminants to oneself and others.",claude-haiku,True,high,[],"The substitution of 'contain' for 'include' preserves semantic equivalence as both verbs communicate that the listed items are purposes of cleanliness, with no change to agents, actions, modals, negation, conditions, or content.",mistral-large-3,False,high,['ACTIONS'],The action 'contain' is not semantically equivalent to 'include' in this context.
INV_LEX_ASSET_val_0890,lexical,1,ASSET,"Out of 18,217 participants in the national casting, she was chosen among the 19 candidates to appear on the TV show.","Out of 18,217 participants in the national casting, she was chosen among the 19 candidates to appear on the TV reveal.",claude-haiku,True,high,[],"Both 'TV show' and 'TV reveal' refer to the same television appearance event; the substitution preserves all agents, actions, numbers, and core meaning.",mistral-large-3,False,high,['CONTENT'],"The term 'TV show' is changed to 'TV reveal', which alters the meaning."
INV_LEX_ASSET_val_0965,lexical,1,ASSET,"While pipelining can in theory increase performance over an unpipelined core by a factor of the number of stages (assuming the clock frequency also scales with the number of stages), in reality, most ","While pipelining can in theory raise performance over an unpipelined core by a factor of the number of stages (assuming the clock frequency also scales with the number of stages), in reality, most cod",claude-haiku,False,high,['CONTENT'],"The phrase 'does not allow for' (permission/possibility) has fundamentally different meaning from 'does not enable for' (which is also grammatically incorrect); the original implies code structure prevents ideal execution, while the transformed phrase is semantically unclear and awkwardly phrased.",mistral-large-3,True,high,[],"The transformation only changes the verb 'allow' to 'enable,' which does not affect the semantic meaning."
INV_LEX_ASSET_val_0998,lexical,1,ASSET,"A pulpit (from Latin pulpitum ""scaffold"", ""platform"", ""stage"") is a small elevated platform from which a member of the clergy delivers a sermon in a house of worship.","A pulpit (from Latin pulpitum ""scaffold"", ""platform"", ""stage"") is a minor elevated platform from which a member of the clergy delivers a sermon in a house of worship.",claude-haiku,False,high,['CONTENT'],"""small"" and ""minor"" have different semantic meanings; ""small"" refers to physical size while ""minor"" refers to importance or significance.",mistral-large-3,True,high,[],The change from 'small' to 'minor' does not alter the meaning significantly.
INV_LEX_ASSET_val_1076,lexical,1,ASSET,"Although they were officially designated to study just Jupiter and Saturn, the two probes were able to continue their mission into the outer solar system.","Although they were officially designated to investigate just Jupiter and Saturn, the two probes were able to proceed their mission into the outer solar system.",claude-haiku,False,high,['ACTIONS'],"The verb 'proceed' cannot take a direct object ('their mission'), whereas 'continue' can; 'proceed their mission' is grammatically incorrect and changes the semantic meaning.",mistral-large-3,True,high,[],"The transformation uses synonyms 'investigate' for 'study' and 'proceed' for 'continue', but the meaning remains the same."
INV_LEX_ASSET_val_1135,lexical,1,ASSET,"The sixth, seventh, and eighth digits indicate the municipality or the number of the unincorporated area.","The sixth, seventh, and eighth digits indicate the municipality or the number of the unincorporated zone.",claude-haiku,False,high,['CONTENT'],'unincorporated area' and 'unincorporated zone' are not semantically equivalent terms in administrative/geographic contexts where 'area' refers to a defined territory while 'zone' has different connotations.,mistral-large-3,True,high,[],The transformation from 'area' to 'zone' does not change the meaning.
INV_LEX_ASSET_val_1164,lexical,1,ASSET,"To provide water for its steam locomotives, the Commissioners decided to provide a dam and pump water from it to a facility, known as Young Tank, at the post.","To supply water for its steam locomotives, the Commissioners decided to offer a dam and pump water from it to a facility, known as Young Tank, at the post.",claude-haiku,False,high,['ACTIONS'],The verb 'offer' (transformed) does not preserve the original meaning of 'provide' in the context of constructing infrastructure; 'offer' suggests presentation for acceptance rather than the construction/installation implied by 'provide a dam.',mistral-large-3,True,high,[],The transformation only changes the verb 'provide' to 'offer' and 'supply' which do not alter the meaning.
INV_LEX_ASSET_val_1168,lexical,1,ASSET,"After the abolition of slavery in 1835, many Indian and Chinese workers were brought to work the land, and cultivate sugar cane, at that time used to produce rum.","After the abolition of slavery in 1835, many Indian and Chinese workers were brought to function the land, and cultivate sugar cane, at that time used to produce rum.",claude-haiku,True,high,[],"The substitution of 'function' for 'work' preserves semantic meaning in context, as both convey the concept of performing labor on the land.",mistral-large-3,False,high,['ACTIONS'],The action 'function the land' in the transformed text does not preserve the meaning of 'work the land' in the original text.
INV_LEX_ASSET_val_1194,lexical,1,ASSET,"To help ease the resumption of services after the storm passes, CN also issued an embargo with the Association of American Railroads against all deliveries to points south of Osyka, Mississippi.","To support ease the resumption of services after the storm passes, CN also issued an embargo with the Association of American Railroads against all deliveries to points south of Osyka, Mississippi.",claude-haiku,False,high,['ACTIONS'],The phrase 'help ease' (assisting in the easing process) is semantically different from 'support ease' (which is awkward and changes the intended meaning).,mistral-large-3,True,high,[],"The transformation only changes ' To help' to 'To support,' which does not affect the semantic meaning."
INV_LEX_ASSET_val_1251,lexical,2,ASSET,"In addition, many feel that they are being pathologized for simply being different.","In addition, many feel that they are being pathologized for simply being varied.",claude-haiku,True,high,[],"Being 'different' and being 'varied' are semantically equivalent synonyms in this context, both expressing the same meaning that individuals are being pathologized for their distinctiveness.",mistral-large-3,False,high,['CONTENT'],The term 'different' is not exactly synonymous with 'varied'
INV_LEX_ASSET_val_1268,lexical,1,ASSET,"On December 19, 2006, a large white plume of condensing steam was observed, leading some media people to assume there had been a small eruption.","On December 19, 2006, a substantial white plume of condensing steam was observed, leading some media people to assume there had been a tiny eruption.",claude-haiku,False,high,['CONTENT'],"The size descriptors changed from 'large' to 'tiny' eruption, which contradicts the original meaning despite 'substantial' being roughly equivalent to 'large' for the plume.",mistral-large-3,True,high,[],The change from 'large' to 'substantial' and 'small' to 'tiny' does not affect the semantic meaning.
INV_LEX_ASSET_val_1285,lexical,1,ASSET,2002: shuttle bus service is replaced by the suspended monorail called the SkyTrain connects the terminal building with the InterCity train station.,2002: shuttle bus service is replaced by the suspended monorail termed the SkyTrain connects the terminal building with the InterCity train station.,claude-haiku,True,high,[],"Both texts convey identical meaning: in 2002, shuttle bus service was replaced by a suspended monorail called/termed the SkyTrain that connects the terminal building with the InterCity train station; 'called' and 'termed' are semantic equivalents.",mistral-large-3,False,high,['ACTIONS'],"The transformed text does not preserve the correct sequence of events; it implies that the SkyTrain both replaces the shuttle bus service and connects the terminal building simultaneously, which is grammatically incorrect."
INV_LEX_ASSET_val_1286,lexical,1,ASSET,"Approximately half the size of Taiwan, it has a land area of 18,575.5 square kilometres (7,172 sq mi).","Approximately half the size of Taiwan, it has a land zone of 18,575.5 square kilometres (7,172 sq mi).",claude-haiku,True,high,[],"'Land area' and 'land zone' are functionally equivalent terms in this geographical context, with all numerical facts and comparisons preserved.",mistral-large-3,False,high,['CONTENT'],"""land zone"" is not semantically equivalent to ""land area""."
INV_LEX_ASSET_val_1380,lexical,1,ASSET,Food is an important reason why El Puerto de Santa Maria attracts hundreds of tourists.,Food is an significant reason why El Puerto de Santa Maria attracts hundreds of tourists.,claude-haiku,False,high,['CONTENT'],"'an important' and 'an significant' differ in both the article usage (grammatically incorrect in transformed) and semantic intensity, where 'important' and 'significant' have distinct connotations.",mistral-large-3,True,high,[],The change from 'important' to 'significant' does not alter the meaning of the sentence.
INV_LEX_ASSET_val_1389,lexical,1,ASSET,"Specific reliability issues may include: The system can not safely be shut down for repair, or it is too inaccessible to repair.","Specific reliability issues may contain: The system can not safely be shut down for repair, or it is too inaccessible to repair.",claude-haiku,True,high,[],"'May include' and 'may contain' are semantically equivalent in this context, both indicating possible examples of reliability issues.",mistral-large-3,False,high,['CONTENT'],The term 'include' is not semantically equivalent to 'contain' in this context.
INV_LEX_ASSET_val_1392,lexical,1,ASSET,Megalibgwilia is a genus of echidna known only from Australian fossils that incorporates the oldest known echidna species.,Megalibgwilia is a genus of echidna recognized only from Australian fossils that incorporates the oldest recognized echidna species.,claude-haiku,False,high,['CONTENT'],"The transformation changes 'known' to 'recognized' in both instances, which alters the factual claim about the epistemic status of the genus and species—'known' implies established scientific knowledge while 'recognized' is vaguer and less definitive about the taxonomic classification.",mistral-large-3,True,high,[],"The transformation only changes 'known' to 'recognized', which does not alter the meaning."
INV_LEX_ASSET_val_1406,lexical,1,ASSET,"As the Church of Satan does not publicly release membership information, it is not known how many members belong to the Church.","As the Church of Satan does not publicly release membership information, it is not acknowledged how many members belong to the Church.",claude-haiku,False,high,['CONTENT'],"Changed 'not known' to 'not acknowledged' alters meaning—unknown implies absence of information, while unacknowledged implies deliberate withholding of known information.",mistral-large-3,True,high,[],The transformation from 'not known' to 'not acknowledged' does not change the meaning of the sentence.
INV_LEX_ASSET_val_1432,lexical,1,ASSET,Mobile browsers are optimized so as to display Web content most effectively for small screens on portable devices.,Mobile browsers are optimized so as to show Web content most effectively for minor screens on portable devices.,claude-haiku,False,high,['CONTENT'],"The word 'minor' does not accurately represent 'small' in this context; 'minor' means lesser in importance or rank, while 'small' refers to physical size, which is the intended meaning for screen dimensions.",mistral-large-3,True,high,[],
INV_LEX_ASSET_val_1465,lexical,1,ASSET,"The Komodo dragon's diet is wide-ranging, and includes invertebrates, other reptiles (including smaller Komodo dragons), birds, bird eggs, small mammals, monkeys, wild boar, goats, deer, horses, and w","The Komodo dragon's diet is wide-ranging, and includes invertebrates, other reptiles (including smaller Komodo dragons), birds, bird eggs, tiny mammals, monkeys, wild boar, goats, deer, horses, and wa",claude-haiku,True,high,[],The substitution of 'tiny mammals' for 'small mammals' is semantically equivalent as both descriptors convey the same meaning of diminutive-sized mammals in the dietary context.,mistral-large-3,False,high,['CONTENT'],The term 'small mammals' is changed to 'tiny mammals' which may not convey the exact same meaning.
INV_LEX_ASSET_val_1474,lexical,1,ASSET,"I Elara did not receive its present name until 1975; before then, it was simply known as.","I Elara did not get its present name until 1975; before then, it was simply recognized as.",claude-haiku,False,high,['CONTENT'],"The original sentence is incomplete (ends with 'known as.' without specifying the previous name), while the transformed version compounds this incompleteness by changing 'known as' to 'recognized as', making it impossible to verify if the semantic content is preserved when the original content itself is truncated.",mistral-large-3,True,high,[],"The transformed text preserves the same entities, events, and facts as the original text."
INV_LEX_ASSET_val_1504,lexical,1,ASSET,"The National Party, promoting a policy of ""change"", won 45% of the party vote and 59 of the 122 seats in Parliament (two seat overhang), a substantial margin over the Labour Party which won 43 seats.","The National Party, promoting a policy of ""alter"", won 45% of the party vote and 59 of the 122 seats in Parliament (two seat overhang), a substantial margin over the Labour Party which won 43 seats.",claude-haiku,True,high,[],"The only change is 'change' to 'alter', which are semantic synonyms in this policy context; all agents, actions, numbers, and facts remain identical.",mistral-large-3,False,high,['CONTENT'],The term 'alter' is not semantically equivalent to 'change'.
INV_LEX_ASSET_val_1591,lexical,1,ASSET,"The forecasters then stated that Franklin could ""attain and maintain hurricane strength"" and make a close approach to Bermuda.","The forecasters then stated that Franklin could ""attain and maintain hurricane strength"" and produce a close approach to Bermuda.",claude-haiku,False,high,['ACTIONS'],"""make a close approach"" and ""produce a close approach"" have different semantic implications; ""make"" suggests active movement/trajectory while ""produce"" suggests causation or generation of an outcome.",mistral-large-3,True,high,[],The actions 'make' and 'produce' are similar in context.
INV_LEX_ASSET_val_1598,lexical,1,ASSET,"Area codes in Germany (German Vorwahl) have two to five digits, not counting the leading zero.","Zone codes in Germany (German Vorwahl) have two to five digits, not counting the leading zero.",claude-haiku,True,high,[],"'Area codes' and 'zone codes' are synonymous terms for the same telephone numbering concept, and all other content (digits, leading zero, German term) is preserved identically.",mistral-large-3,False,high,['CONTENT'],The term 'Area codes' is changed to 'Zone codes' which is not synonymous.
INV_LEX_ASSET_val_1645,lexical,1,ASSET,"On a larger scale, mitotic cell division can create progeny from multicellular organisms, such as plants that grow from cuttings.","On a larger scale, mitotic cell division can produce progeny from multicellular organisms, such as plants that expand from cuttings.",claude-haiku,False,high,['ACTIONS'],"While 'create' and 'produce' are synonymous, 'grow from' and 'expand from' have different meanings—'grow' implies developmental increase and regeneration of new plants from cuttings, whereas 'expand' suggests size increase of existing structures, fundamentally altering the biological process being described.",mistral-large-3,True,high,[],
INV_LEX_ASSET_val_1716,lexical,1,ASSET,"In February 2007, Essjay was found to have made false claims about his academic qualifications and professional experiences on his Wikipedia user page and to journalist Stacy Schiff during an intervie","In February 2007, Essjay was located to have made false claims about his academic qualifications and professional experiences on his Wikipedia user page and to journalist Stacy Schiff during an interv",claude-haiku,True,high,[],"Found and located are semantic equivalents in this context, both indicating discovery of Essjay's false claims; all other agents, actions, content, and details remain identical.",mistral-large-3,False,high,['ACTIONS'],"""was found"" is not the same action as ""was located"""
INV_LEX_ASSET_val_1753,lexical,1,ASSET,Strength of the bond The atoms in metals have a strong attractive force between them.,Strength of the bond The atoms in metals have a intense attractive force between them.,claude-haiku,True,high,[],"Both texts convey the same meaning: metal atoms experience a powerful attractive force, with 'strong' and 'intense' being synonymous descriptors of the force's magnitude.",mistral-large-3,False,high,['CONTENT'],The term 'intense' is not semantically equivalent to 'strong' in this context.
INV_LEX_ASSET_val_1812,lexical,1,ASSET,"Though his father wanted him to continue his training as a goldsmith, he showed such a precocious talent in drawing that he started as an apprentice to Michael Wolgemut at the age of fifteen in 1486.","Though his father wanted him to persist his training as a goldsmith, he showed such a precocious talent in drawing that he started as an apprentice to Michael Wolgemut at the age of fifteen in 1486.",claude-haiku,True,high,[],The substitution of 'persist' for 'continue' preserves the meaning—both convey the father's desire for him to maintain his goldsmith training despite his drawing talent.,mistral-large-3,False,high,['ACTIONS'],The action 'continue' is not semantically equivalent to 'persist'
INV_LEX_ASSET_val_1817,lexical,1,ASSET,"Under Adams, Sinn Féin appeared to move away from being a political voice of the Provisional IRA to becoming a professionally organised political party in both Northern Ireland and the Republic of Ire","Under Adams, Sinn Féin appeared to transfer away from being a political voice of the Provisional IRA to becoming a professionally organised political party in both Northern Ireland and the Republic of",claude-haiku,True,high,[],"'Move away from' and 'transfer away from' are semantically equivalent expressions indicating a shift or change in direction, with all agents, actions, and content preserved.",mistral-large-3,False,high,['ACTIONS'],The action 'move away' is not semantically identical to 'transfer away'.
INV_LEX_ASSET_val_1828,lexical,1,ASSET,"Some are arboreal, with long balancing tails and other adaptations for climbing, while others are semiaquatic, with webbed feet and small external ears.","Some are arboreal, with long balancing tails and other adaptations for climbing, while others are semiaquatic, with webbed feet and minor external ears.",claude-haiku,True,high,[],"Small and minor are semantically equivalent descriptors of external ears in this context, and all other agents, actions, and content remain identical.",mistral-large-3,False,high,['CONTENT'],The term 'small' is not semantically equivalent to 'minor'.
INV_LEX_ASSET_val_1831,lexical,1,ASSET,Gun dogs Gun dogs are used primarily by small game hunters using shotguns.,Gun dogs Gun dogs are used primarily by tiny game hunters using shotguns.,claude-haiku,True,high,[],"Small and tiny are synonymous descriptors in this context, both referring to minor game animals hunted with shotguns.",mistral-large-3,False,high,['CONTENT'],"The term 'small game' is changed to 'tiny game', which alters the meaning."
INV_LEX_ASSET_val_1877,lexical,1,ASSET,"South India is the area encompassing India's states of Andhra Pradesh, Karnataka, Kerala and Tamil Nadu as well as the union territories of Lakshadweep and Pondicherry, occupying 19.31% of area.","South India is the region encompassing India's states of Andhra Pradesh, Karnataka, Kerala and Tamil Nadu as well as the union territories of Lakshadweep and Pondicherry, occupying 19.31% of zone.",claude-haiku,False,high,['CONTENT'],"The word 'zone' in the transformed text is not semantically equivalent to 'area' in the original text, as 'zone' typically refers to a designated section or district while 'area' refers to the physical extent or space.",mistral-large-3,True,high,[],The transformation from 'area' to 'zone' does not change the meaning.
INV_LEX_ASSET_val_1947,lexical,1,ASSET,"As a result of Selene being conflated with Artemis, later writers sometimes referred to Selene as a daughter of Zeus, like Artemis, or of Pallas the Titan.","As a effect of Selene being conflated with Artemis, later writers sometimes referred to Selene as a daughter of Zeus, like Artemis, or of Pallas the Titan.",claude-haiku,True,high,[],Both texts convey identical semantic meaning; 'as a result of' and 'as a effect of' are functionally equivalent causal connectors despite the latter being grammatically awkward.,mistral-large-3,False,high,['CONTENT'],'As a result' is not semantically identical to 'As a effect'
INV_SYN_ASSET_test_0042,syntactic,1,ASSET,"As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.","Although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines, as a result,.",claude-haiku,False,high,['CONTENT'],"The transformed text has a misplaced comma after 'as a result' that creates a grammatical error and changes the logical flow, making it syntactically incorrect even though core semantic elements remain.",mistral-large-3,True,high,[],The transformation only reorders clauses without changing the meaning.
INV_SYN_ASSET_val_0631,syntactic,1,ASSET,"Initially about 30,000 people moved to the goldfields, but by 1863 this had declined to about 3,500 because of the difficult mining conditions.","Because of the difficult mining conditions, initially about 30,000 people moved to the goldfields, but by 1863 this had declined to about 3,500.",claude-haiku,True,high,[],"Both texts contain identical agents (people), actions (moved, declined), numbers (30,000, 3,500, 1863), and causal relationship; only the word order of the causal clause is rearranged.",mistral-large-3,False,high,['CONDITIONS'],"The transformed text implies that the difficult mining conditions were the reason for the initial movement of people to the goldfields, while in the original text, these conditions were the reason for the decline in the number of people."
INV_SYN_ASSET_val_0802,syntactic,1,ASSET,"While there he meets a young half-black boy by the name of Arthur Stuart, the son of a slave and a slave-owner who has been adopted by the owners of the local guesthouse.",The son of a slave and a slave-owner who has been adopted by the owners of the local guesthouse while there he meets a young half-black boy by the name of arthur stuart.,claude-haiku,True,high,[],"Both texts contain identical semantic content: the meeting with Arthur Stuart, his mixed-race parentage, adoption status, and adoptive family, with only syntactic reordering and minor capitalization differences.",mistral-large-3,False,high,"['AGENTS', 'ACTIONS']","The transformed text changes the sequence and structure of the sentence, making it unclear who meets whom."
INV_SYN_ASSET_val_1552,syntactic,1,ASSET,"When wells are lost to pollution, there is no town water which can be brought in because the town government has no wells of its own.",There is no town water which can be brought in because the town government has no wells of its own when wells are lost to pollution.,claude-haiku,True,high,[],"Both sentences convey identical semantic content: the town government lacks wells, preventing water supply when pollution occurs, with only the clause ordering changed.",mistral-large-3,False,high,['ACTIONS'],"The sequence of events is changed, altering the cause-and-effect relationship."
