probe_id,probe_subtype,tier,dataset,base_text_preview,probe_text_preview,j1_name,j1_equivalent,j1_confidence,j1_failures,j1_reason,j2_name,j2_equivalent,j2_confidence,j2_failures,j2_reason
INV_LEX_ASSET_test_0128,lexical,1,ASSET,"SummerSlam (2009) is an upcoming professional wrestling pay-per-view event produced by World Wrestling Entertainment (WWE), which will take place on August 23, 2009 at Staples Center in Los Angeles, C","SummerSlam (2009) is an upcoming professional wrestling pay-per-view event produced by World Wrestling Entertainment (WWE), which will take spot on August 23, 2009 at Staples Center in Los Angeles, Ca",claude-haiku,False,high,['ACTIONS'],"The phrase 'will take place' is semantically equivalent to 'will take spot,' but 'take spot' is grammatically incorrect and non-standard English, altering the linguistic validity despite near-identical meaning.",mistral-large-3,True,high,[],"The only difference is 'take place' vs. 'take spot,' which are synonymous in this context, preserving all semantic criteria."
INV_LEX_ASSET_test_0256,lexical,1,ASSET,"The latter provided audiences with the sort of information later provided by intertitles, and can help historians imagine what the film may have been like.","The latter provided audiences with the sort of information later provided by intertitles, and can assist historians imagine what the film may have been like.",claude-haiku,True,high,[],Both versions convey identical meaning with 'help' and 'assist' being synonymous verbs in this context.,mistral-large-3,False,high,['ACTIONS'],The action 'help' is not equivalent to 'assist imagine'.
INV_LEX_ASSET_test_0286,lexical,1,ASSET,"From 1900 to 1920 many new facilities were constructed on campus, including facilities for the dental and pharmacy programs, a chemistry building, a building for the natural sciences, Hill Auditorium,","From 1900 to 1920 many new facilities were constructed on campus, including facilities for the dental and pharmacy programs, a chemistry building, a building for the natural sciences, Hill Auditorium,",claude-haiku,False,high,['CONTENT'],"The adjective describing hospital and library complexes changed from 'large' to 'substantial', which alters the semantic meaning regarding the scale of these facilities.",mistral-large-3,True,high,[],"The only difference is the change from 'large' to 'substantial,' which does not alter the meaning significantly."
INV_LEX_ASSET_test_0288,lexical,1,ASSET,"Out of 16,421 participants in the national casting, she was chosen among the 15 candidates to appear on the TV show.","Out of 16,421 participants in the national casting, she was chosen among the 15 candidates to appear on the TV display.",claude-haiku,True,high,[],"Both texts preserve all agents, actions, modals, negation, conditions, and content; 'TV show' and 'TV display' are semantically equivalent in this context as the TV show is displayed on a display.",mistral-large-3,False,high,['CONTENT'],TV show is not the same TV display.
INV_LEX_ASSET_val_0316,lexical,1,ASSET,"The West Coast blues is a type of blues music characterized by jazz and jump blues influences, strong piano-dominated sounds and jazzy guitar solos, which originated from Texas blues players relocated","The West Coast blues is a type of blues music characterized by jazz and jump blues influences, intense piano-dominated sounds and jazzy guitar solos, which originated from Texas blues players relocate",claude-haiku,True,high,[],The substitution of 'intense' for 'strong' to describe the piano-dominated sounds preserves the same semantic meaning and characterization of West Coast blues music.,mistral-large-3,False,high,['CONTENT'],"The term 'strong' is replaced with 'intense', which changes the meaning slightly."
INV_LEX_ASSET_val_0348,lexical,1,ASSET,"Hardy also cites ""burn out"" and the need for time off as reasons for leaving WWE.","Hardy also cites ""burn out"" and the require for time off as reasons for leaving WWE.",claude-haiku,True,high,[],"Both texts convey identical meaning: Hardy cites 'burn out' and a need/requirement for time off as reasons for leaving WWE, with only minor stylistic variation in word choice that preserves semantic equivalence.",mistral-large-3,False,high,['ACTIONS'],The term 'need' is not semantically equivalent to 'require' in this context.
INV_LEX_ASSET_val_0470,lexical,1,ASSET,"Since its creation, the distribution has become very different from Slackware in most regards while still maintaining compatibility with its binary packages.","Since its creation, the distribution has become very varied from Slackware in most regards while still maintaining compatibility with its binary packages.",claude-haiku,True,high,[],"Both 'very different' and 'very varied' convey the same meaning of significant divergence, making the sentences semantically equivalent.",mistral-large-3,False,high,['CONTENT'],The term 'very different' has a specific connotation that is not fully captured by 'very varied'.
INV_LEX_ASSET_val_0494,lexical,1,ASSET,"Economy The majority of the residents of Marske do not work within the town, but work in nearby industry or in Middlesbrough or Redcar.","Economy The majority of the residents of Marske do not function within the town, but function in nearby industry or in Middlesbrough or Redcar.",claude-haiku,False,high,['CONTENT'],The verb 'function' does not preserve the meaning of 'work' in this economic context; 'work' refers to employment while 'function' means to operate or perform a role.,mistral-large-3,True,high,[],"The transformation only changes the verb 'work' to 'function', which does not alter the meaning."
INV_LEX_ASSET_val_0528,lexical,2,ASSET,It is one of the nine species of leaf-eating kangaroos identified in fossils found in the Naracoorte Caves National Park.,It is one of the nine species of leaf-eating kangaroos identified in fossils identified in the Naracoorte Caves National Park.,claude-haiku,False,high,['CONTENT'],The transformed text contains a redundant phrase structure ('identified in fossils identified in') that creates grammatical awkwardness and differs from the original's clear 'identified in fossils found in' construction.,mistral-large-3,True,high,[],The transformation repeats the word 'identified' but does not change the meaning or any other semantic aspects.
INV_LEX_ASSET_val_0674,lexical,1,ASSET,"With an area of 11,980 km ² and 1.3 million inhabitants, Upper Austria is the fourth-largest Austrian state by land area and third-largest by population.","With an territory of 11,980 km ² and 1.3 million inhabitants, Upper Austria is the fourth-largest Austrian state by land region and third-largest by population.",claude-haiku,True,high,[],"Both texts convey identical factual information about Upper Austria's area, population, and rankings; 'territory' and 'area' are synonymous, as are 'land region' and 'land area' in this context.",mistral-large-3,False,high,['CONTENT'],The term 'territory' and 'land region' are not exact synonyms for 'area'
INV_LEX_ASSET_val_0744,lexical,1,ASSET,"For example, 1.5 & times; 30 (which equals 45) will show the same result as 1,500,000 & times; 0.03 (which equals 45,000).","For example, 1.5 & times; 30 (which equals 45) will display the same outcome as 1,500,000 & times; 0.03 (which equals 45,000).",claude-haiku,False,high,['CONTENT'],"The original claims both expressions show the same result (45 and 45,000), but they produce different values, making the premise false in both versions; however, the transformation changes 'show' to 'display' and 'result' to 'outcome' which are synonymous, but the core semantic problem of the false equivalence claim remains unchanged.",mistral-large-3,True,high,[],"The only difference is the use of 'show' vs 'display', which are synonyms."
INV_LEX_ASSET_val_0812,lexical,1,ASSET,"HOPEFUL, the resident of Vanity Fair, who takes Faithful's place as Christian's fellow traveller.","HOPEFUL, the resident of Vanity Fair, who takes Faithful's site as Christian's fellow traveller.",claude-haiku,True,high,[],'takes Faithful's place' and 'takes Faithful's site' are semantically equivalent expressions meaning to assume the same role or position.,mistral-large-3,False,high,['ACTIONS'],"The term 'place' is replaced with 'site', which slightly alters the meaning."
INV_LEX_ASSET_val_0881,lexical,1,ASSET,"Purposes of cleanliness include health, beauty, absence of offensive odor, avoidance of shame, and to avoid the spreading of dirt and contaminants to oneself and others.","Purposes of cleanliness contain health, beauty, absence of offensive odor, avoidance of shame, and to avoid the spreading of dirt and contaminants to oneself and others.",claude-haiku,True,high,[],"The substitution of 'contain' for 'include' preserves semantic equivalence as both verbs communicate that the listed items are purposes of cleanliness, with no change to agents, actions, modals, negation, conditions, or content.",mistral-large-3,False,high,['ACTIONS'],The action 'contain' is not semantically equivalent to 'include' in this context.
INV_LEX_ASSET_val_0890,lexical,1,ASSET,"Out of 18,217 participants in the national casting, she was chosen among the 19 candidates to appear on the TV show.","Out of 18,217 participants in the national casting, she was chosen among the 19 candidates to appear on the TV reveal.",claude-haiku,True,high,[],"Both 'TV show' and 'TV reveal' refer to the same television appearance event; the substitution preserves all agents, actions, numbers, and core meaning.",mistral-large-3,False,high,['ACTIONS'],The action 'appear on the TV show' is not the same as 'appear on the TV reveal'.
INV_LEX_ASSET_val_0909,lexical,2,ASSET,"However, some performances connected to the festival take place before and after the official dates.","However, some performances connected to the festival take spot before and after the official dates.",claude-haiku,True,high,[],"'take place' and 'take spot' are colloquial variants expressing the same action of occurrence, preserving all agents, actions, conditions, and content.",mistral-large-3,False,high,['ACTIONS'],The term 'take spot' is not a valid replacement for 'take place'.
INV_LEX_ASSET_val_0962,lexical,1,ASSET,The form of quinine most effective in treating malaria was found by Charles Marie de La Condamine in 1737.,The form of quinine most effective in treating malaria was located by Charles Marie de La Condamine in 1737.,claude-haiku,True,high,[],Both sentences convey the same core meaning: Charles Marie de La Condamine discovered/identified the most effective form of quinine for treating malaria in 1737; 'found' and 'located' are synonymous in this context.,mistral-large-3,False,high,['ACTIONS'],The action 'found' is not semantically equivalent to 'located' in this context.
INV_LEX_ASSET_val_0965,lexical,1,ASSET,"While pipelining can in theory increase performance over an unpipelined core by a factor of the number of stages (assuming the clock frequency also scales with the number of stages), in reality, most ","While pipelining can in theory raise performance over an unpipelined core by a factor of the number of stages (assuming the clock frequency also scales with the number of stages), in reality, most cod",claude-haiku,False,high,['CONTENT'],"The phrase 'does not allow for' (permission/possibility) has fundamentally different meaning from 'does not enable for' (which is also grammatically incorrect); the original implies code structure prevents ideal execution, while the transformed phrase is semantically unclear and awkwardly phrased.",mistral-large-3,True,high,[],"The transformation changes 'increase' to 'raise' and 'allow' to 'enable', which are synonymous in this context, preserving the original meaning."
INV_LEX_ASSET_val_0998,lexical,1,ASSET,"A pulpit (from Latin pulpitum ""scaffold"", ""platform"", ""stage"") is a small elevated platform from which a member of the clergy delivers a sermon in a house of worship.","A pulpit (from Latin pulpitum ""scaffold"", ""platform"", ""stage"") is a minor elevated platform from which a member of the clergy delivers a sermon in a house of worship.",claude-haiku,False,high,['CONTENT'],"""small"" and ""minor"" have different semantic meanings; ""small"" refers to physical size while ""minor"" refers to importance or significance.",mistral-large-3,True,high,[],The change from 'small' to 'minor' does not affect the semantic meaning.
INV_LEX_ASSET_val_1076,lexical,1,ASSET,"Although they were officially designated to study just Jupiter and Saturn, the two probes were able to continue their mission into the outer solar system.","Although they were officially designated to investigate just Jupiter and Saturn, the two probes were able to proceed their mission into the outer solar system.",claude-haiku,False,high,['ACTIONS'],"The verb 'proceed' cannot take a direct object ('their mission'), whereas 'continue' can; 'proceed their mission' is grammatically incorrect and changes the semantic meaning.",mistral-large-3,True,high,[],"The transformed text uses 'investigate' instead of 'study' and 'proceed' instead of 'continue', but these changes do not affect the overall meaning."
INV_LEX_ASSET_val_1135,lexical,1,ASSET,"The sixth, seventh, and eighth digits indicate the municipality or the number of the unincorporated area.","The sixth, seventh, and eighth digits indicate the municipality or the number of the unincorporated zone.",claude-haiku,False,high,['CONTENT'],'unincorporated area' and 'unincorporated zone' are not semantically equivalent terms in administrative/geographic contexts where 'area' refers to a defined territory while 'zone' has different connotations.,mistral-large-3,True,high,[],The transformation from 'area' to 'zone' does not change the meaning.
INV_LEX_ASSET_val_1164,lexical,1,ASSET,"To provide water for its steam locomotives, the Commissioners decided to provide a dam and pump water from it to a facility, known as Young Tank, at the post.","To supply water for its steam locomotives, the Commissioners decided to offer a dam and pump water from it to a facility, known as Young Tank, at the post.",claude-haiku,False,high,['ACTIONS'],The verb 'offer' (transformed) does not preserve the original meaning of 'provide' in the context of constructing infrastructure; 'offer' suggests presentation for acceptance rather than the construction/installation implied by 'provide a dam.',mistral-large-3,True,high,[],"The transformation changes 'provide' to 'offer' and 'provide' to 'supply,' but the meaning remains the same."
INV_LEX_ASSET_val_1168,lexical,1,ASSET,"After the abolition of slavery in 1835, many Indian and Chinese workers were brought to work the land, and cultivate sugar cane, at that time used to produce rum.","After the abolition of slavery in 1835, many Indian and Chinese workers were brought to function the land, and cultivate sugar cane, at that time used to produce rum.",claude-haiku,True,high,[],"The substitution of 'function' for 'work' preserves semantic meaning in context, as both convey the concept of performing labor on the land.",mistral-large-3,False,high,['ACTIONS'],The action 'function the land' is not semantically equivalent to 'work the land'.
INV_LEX_ASSET_val_1194,lexical,1,ASSET,"To help ease the resumption of services after the storm passes, CN also issued an embargo with the Association of American Railroads against all deliveries to points south of Osyka, Mississippi.","To support ease the resumption of services after the storm passes, CN also issued an embargo with the Association of American Railroads against all deliveries to points south of Osyka, Mississippi.",claude-haiku,False,high,['ACTIONS'],The phrase 'help ease' (assisting in the easing process) is semantically different from 'support ease' (which is awkward and changes the intended meaning).,mistral-large-3,True,high,[],"The transformation only changes 'To help' to 'To support', which does not affect the overall meaning."
INV_LEX_ASSET_val_1251,lexical,2,ASSET,"In addition, many feel that they are being pathologized for simply being different.","In addition, many feel that they are being pathologized for simply being varied.",claude-haiku,True,high,[],"Being 'different' and being 'varied' are semantically equivalent synonyms in this context, both expressing the same meaning that individuals are being pathologized for their distinctiveness.",mistral-large-3,False,high,['CONTENT'],The term 'different' is not exactly synonymous with 'varied' and may have a different connotation.
INV_LEX_ASSET_val_1268,lexical,1,ASSET,"On December 19, 2006, a large white plume of condensing steam was observed, leading some media people to assume there had been a small eruption.","On December 19, 2006, a substantial white plume of condensing steam was observed, leading some media people to assume there had been a tiny eruption.",claude-haiku,False,high,['CONTENT'],"The size descriptors changed from 'large' to 'tiny' eruption, which contradicts the original meaning despite 'substantial' being roughly equivalent to 'large' for the plume.",mistral-large-3,True,high,[],The change from 'large' to 'substantial' and 'small' to 'tiny' does not alter the meaning of the sentence.
INV_LEX_ASSET_val_1285,lexical,1,ASSET,2002: shuttle bus service is replaced by the suspended monorail called the SkyTrain connects the terminal building with the InterCity train station.,2002: shuttle bus service is replaced by the suspended monorail termed the SkyTrain connects the terminal building with the InterCity train station.,claude-haiku,True,high,[],"Both texts convey identical meaning: in 2002, shuttle bus service was replaced by a suspended monorail called/termed the SkyTrain that connects the terminal building with the InterCity train station; 'called' and 'termed' are semantic equivalents.",mistral-large-3,False,high,['ACTIONS'],The transformed text does not preserve the correct event sequence as the original text does not mention that the Skytrain is the one that connects the buildings.
INV_LEX_ASSET_val_1286,lexical,1,ASSET,"Approximately half the size of Taiwan, it has a land area of 18,575.5 square kilometres (7,172 sq mi).","Approximately half the size of Taiwan, it has a land zone of 18,575.5 square kilometres (7,172 sq mi).",claude-haiku,True,high,[],"'Land area' and 'land zone' are functionally equivalent terms in this geographical context, with all numerical facts and comparisons preserved.",mistral-large-3,False,high,['CONTENT'],Land area? is changed to Land zone.
INV_LEX_ASSET_val_1380,lexical,1,ASSET,Food is an important reason why El Puerto de Santa Maria attracts hundreds of tourists.,Food is an significant reason why El Puerto de Santa Maria attracts hundreds of tourists.,claude-haiku,False,high,['CONTENT'],"'an important' and 'an significant' differ in both the article usage (grammatically incorrect in transformed) and semantic intensity, where 'important' and 'significant' have distinct connotations.",mistral-large-3,True,high,[],The change from 'important' to 'significant' does not alter the meaning.
INV_LEX_ASSET_val_1392,lexical,1,ASSET,Megalibgwilia is a genus of echidna known only from Australian fossils that incorporates the oldest known echidna species.,Megalibgwilia is a genus of echidna recognized only from Australian fossils that incorporates the oldest recognized echidna species.,claude-haiku,False,high,['CONTENT'],"The transformation changes 'known' to 'recognized' in both instances, which alters the factual claim about the epistemic status of the genus and species—'known' implies established scientific knowledge while 'recognized' is vaguer and less definitive about the taxonomic classification.",mistral-large-3,True,high,[],"The transformation uses synonyms ('known' to 'recognized') but preserves all entities, events, and content."
INV_LEX_ASSET_val_1432,lexical,1,ASSET,Mobile browsers are optimized so as to display Web content most effectively for small screens on portable devices.,Mobile browsers are optimized so as to show Web content most effectively for minor screens on portable devices.,claude-haiku,False,high,['CONTENT'],"The word 'minor' does not accurately represent 'small' in this context; 'minor' means lesser in importance or rank, while 'small' refers to physical size, which is the intended meaning for screen dimensions.",mistral-large-3,True,high,[],The term 'minor screens' is not standard but the context allows understanding it as a synonym for 'small screens'.
INV_LEX_ASSET_val_1465,lexical,1,ASSET,"The Komodo dragon's diet is wide-ranging, and includes invertebrates, other reptiles (including smaller Komodo dragons), birds, bird eggs, small mammals, monkeys, wild boar, goats, deer, horses, and w","The Komodo dragon's diet is wide-ranging, and includes invertebrates, other reptiles (including smaller Komodo dragons), birds, bird eggs, tiny mammals, monkeys, wild boar, goats, deer, horses, and wa",claude-haiku,True,high,[],The substitution of 'tiny mammals' for 'small mammals' is semantically equivalent as both descriptors convey the same meaning of diminutive-sized mammals in the dietary context.,mistral-large-3,False,high,['CONTENT'],The term 'small mammals' in the original text is changed to 'tiny mammals' in the transformed text.
INV_LEX_ASSET_val_1474,lexical,1,ASSET,"I Elara did not receive its present name until 1975; before then, it was simply known as.","I Elara did not get its present name until 1975; before then, it was simply recognized as.",claude-haiku,False,high,['CONTENT'],"The original sentence is incomplete (ends with 'known as.' without specifying the previous name), while the transformed version compounds this incompleteness by changing 'known as' to 'recognized as', making it impossible to verify if the semantic content is preserved when the original content itself is truncated.",mistral-large-3,True,high,[],"The transformation preserves the meaning, entities, events, and all relevant details."
INV_LEX_ASSET_val_1504,lexical,1,ASSET,"The National Party, promoting a policy of ""change"", won 45% of the party vote and 59 of the 122 seats in Parliament (two seat overhang), a substantial margin over the Labour Party which won 43 seats.","The National Party, promoting a policy of ""alter"", won 45% of the party vote and 59 of the 122 seats in Parliament (two seat overhang), a substantial margin over the Labour Party which won 43 seats.",claude-haiku,True,high,[],"The only change is 'change' to 'alter', which are semantic synonyms in this policy context; all agents, actions, numbers, and facts remain identical.",mistral-large-3,False,high,['CONTENT'],The policy description changed from 'change' to 'alter'.
INV_LEX_ASSET_val_1598,lexical,1,ASSET,"Area codes in Germany (German Vorwahl) have two to five digits, not counting the leading zero.","Zone codes in Germany (German Vorwahl) have two to five digits, not counting the leading zero.",claude-haiku,True,high,[],"'Area codes' and 'zone codes' are synonymous terms for the same telephone numbering concept, and all other content (digits, leading zero, German term) is preserved identically.",mistral-large-3,False,high,['CONTENT'],"""Zone codes"" is not semantically equivalent to ""Area codes""."
INV_LEX_ASSET_val_1645,lexical,1,ASSET,"On a larger scale, mitotic cell division can create progeny from multicellular organisms, such as plants that grow from cuttings.","On a larger scale, mitotic cell division can produce progeny from multicellular organisms, such as plants that expand from cuttings.",claude-haiku,False,high,['ACTIONS'],"While 'create' and 'produce' are synonymous, 'grow from' and 'expand from' have different meanings—'grow' implies developmental increase and regeneration of new plants from cuttings, whereas 'expand' suggests size increase of existing structures, fundamentally altering the biological process being described.",mistral-large-3,True,high,[],
INV_LEX_ASSET_val_1692,lexical,1,ASSET,"Simplification By far the most common form of language reform, simplification involves spelling simplification (cf.","Simplification By far the most frequent form of language reform, simplification involves spelling simplification (cf.",claude-haiku,True,high,[],'Most common' and 'most frequent' are synonymous expressions with equivalent semantic meaning in this context.,mistral-large-3,False,high,['ACTIONS'],"The term 'most common' is changed to 'most frequent', which alters the specific description of the action."
INV_LEX_ASSET_val_1706,lexical,2,ASSET,"It takes place in an alternate history of the American frontier in the early 19th century, to some extent based on early American folklore and superstition.","It takes site in an alternate history of the American frontier in the early 19th century, to some extent based on early American folklore and superstition.",claude-haiku,False,high,['ACTIONS'],'takes place' and 'takes site' are not semantically equivalent; 'takes site' is not a valid English expression and changes the meaning.,mistral-large-3,,parse_error,['JSON_PARSE'],Extra data: line 7 column 1 (char 222)
INV_LEX_ASSET_val_1716,lexical,1,ASSET,"In February 2007, Essjay was found to have made false claims about his academic qualifications and professional experiences on his Wikipedia user page and to journalist Stacy Schiff during an intervie","In February 2007, Essjay was located to have made false claims about his academic qualifications and professional experiences on his Wikipedia user page and to journalist Stacy Schiff during an interv",claude-haiku,True,high,[],"Found and located are semantic equivalents in this context, both indicating discovery of Essjay's false claims; all other agents, actions, content, and details remain identical.",mistral-large-3,False,high,['ACTIONS'],The verb 'was found' is not semantically equivalent to 'was located'
INV_LEX_ASSET_val_1753,lexical,1,ASSET,Strength of the bond The atoms in metals have a strong attractive force between them.,Strength of the bond The atoms in metals have a intense attractive force between them.,claude-haiku,True,high,[],"Both texts convey the same meaning: metal atoms experience a powerful attractive force, with 'strong' and 'intense' being synonymous descriptors of the force's magnitude.",mistral-large-3,False,high,['CONTENT'],The term 'intense' is not semantically equivalent to 'strong' in this context.
INV_LEX_ASSET_val_1808,lexical,1,ASSET,"Eleven departments and Institutes focused on ""Stimulating Global Evangelism"" with 25 - 40 staff, carry out the work.","Eleven departments and Institutes focused on ""Stimulating Global Evangelism"" with 25 - 40 staff, carry out the function.",claude-haiku,True,high,[],"In this context, 'work' and 'function' are semantically equivalent synonyms describing what the departments and institutes perform.",mistral-large-3,False,high,['ACTIONS'],The original text uses 'carry out the work' while the transformed text uses 'carry out the function'.
INV_LEX_ASSET_val_1812,lexical,1,ASSET,"Though his father wanted him to continue his training as a goldsmith, he showed such a precocious talent in drawing that he started as an apprentice to Michael Wolgemut at the age of fifteen in 1486.","Though his father wanted him to persist his training as a goldsmith, he showed such a precocious talent in drawing that he started as an apprentice to Michael Wolgemut at the age of fifteen in 1486.",claude-haiku,True,high,[],The substitution of 'persist' for 'continue' preserves the meaning—both convey the father's desire for him to maintain his goldsmith training despite his drawing talent.,mistral-large-3,False,high,['ACTIONS'],The action 'continue' is not semantically equivalent to 'persist' in this context.
INV_LEX_ASSET_val_1817,lexical,1,ASSET,"Under Adams, Sinn Féin appeared to move away from being a political voice of the Provisional IRA to becoming a professionally organised political party in both Northern Ireland and the Republic of Ire","Under Adams, Sinn Féin appeared to transfer away from being a political voice of the Provisional IRA to becoming a professionally organised political party in both Northern Ireland and the Republic of",claude-haiku,True,high,[],"'Move away from' and 'transfer away from' are semantically equivalent expressions indicating a shift or change in direction, with all agents, actions, and content preserved.",mistral-large-3,False,high,['ACTIONS'],The term 'move away' is not semantically equivalent to 'transfer away'.
INV_LEX_ASSET_val_1831,lexical,1,ASSET,Gun dogs Gun dogs are used primarily by small game hunters using shotguns.,Gun dogs Gun dogs are used primarily by tiny game hunters using shotguns.,claude-haiku,True,high,[],"Small and tiny are synonymous descriptors in this context, both referring to minor game animals hunted with shotguns.",mistral-large-3,False,high,['CONTENT'],"The term 'small game' is changed to 'tiny game', which alters the meaning."
INV_LEX_ASSET_val_1850,lexical,1,ASSET,"In mathematics, a Riemann sum is a method for approximating the total area underneath a curve on a graph, otherwise known as an integral.","In mathematics, a Riemann sum is a method for approximating the total region underneath a curve on a graph, otherwise acknowledged as an integral.",claude-haiku,True,high,[],"Both texts convey the same meaning: a Riemann sum approximates what lies under a curve (whether called 'area' or 'region'), with 'otherwise known as' and 'otherwise acknowledged as' being synonymous phrasings for the same concept (integral).",mistral-large-3,False,high,['CONTENT'],"The term 'area' is replaced with 'region', which can have different mathematical interpretations."
